TagName,Year,Number
mysql-workbench,2017,451
switch-statement,2017,983
unity3d,2017,7998
lua,2017,1685
plsql,2017,2604
icons,2017,631
odata,2017,690
insert,2017,996
left-join,2017,707
mobile,2017,1979
testing,2017,3769
xna,2017,125
android-fragments,2017,5329
filesystems,2017,632
environment-variables,2017,1065
authentication,2017,6374
decimal,2017,604
boost,2017,2014
dojo,2017,369
twitter-bootstrap-3,2017,2701
docker-compose,2017,2802
rotation,2017,867
api,2017,8781
vuejs3,2017,3
bigdata,2017,1095
vagrant,2017,1082
openid-connect,2017,557
mule,2017,804
tomcat,2017,3907
applescript,2017,634
multiprocessing,2017,1223
cordova-plugins,2017,1024
data-structures,2017,2408
ruby-on-rails-3.1,2017,11
requirejs,2017,492
locale,2017,388
android-gradle-plugin,2017,2197
flutter-layout,2017,22
class,2017,5903
deserialization,2017,743
keyboard-shortcuts,2017,362
firebase-realtime-database,2017,9502
sails.js,2017,663
android-edittext,2017,1086
google-sheets-api,2017,847
aws-api-gateway,2017,933
properties,2017,1300
c++,2017,61841
gnuplot,2017,541
avfoundation,2017,694
rounding,2017,420
session,2017,3851
makefile,2017,1958
lazy-loading,2017,482
blackberry,2017,10
binary,2017,1100
base64,2017,1067
salesforce,2017,804
excel,2017,33531
hashtable,2017,398
svn,2017,1140
emacs,2017,838
browser,2017,1580
laravel-blade,2017,904
visual-studio-2013,2017,866
prolog,2017,1213
cursor,2017,616
uiimageview,2017,759
xsd,2017,966
webserver,2017,575
amazon-rds,2017,581
adb,2017,626
identityserver4,2017,884
centos,2017,1271
treeview,2017,692
thread-safety,2017,580
match,2017,804
facebook-javascript-sdk,2017,401
internet-explorer-11,2017,754
android-widget,2017,110
join,2017,3735
pyspark,2017,3464
e-commerce,2017,328
ethereum,2017,465
javafx-8,2017,883
silverlight,2017,116
save,2017,768
filtering,2017,613
celery,2017,903
javafx,2017,5387
url-rewriting,2017,1403
process,2017,1243
snowflake-cloud-data-platform,2017,29
webkit,2017,310
codeigniter-3,2017,998
compiler-construction,2017,371
dataframe,2017,11090
web-config,2017,564
vaadin,2017,557
uinavigationcontroller,2017,852
react-native,2017,13428
build,2017,1981
hashmap,2017,1471
apache-kafka,2017,3066
rx-java,2017,1602
phpmailer,2017,672
pagination,2017,1750
sequelize.js,2017,1240
android-intent,2017,2375
wpf,2017,12080
oracle-sqldeveloper,2017,650
typo3,2017,1227
linq-to-entities,2017,295
cluster-analysis,2017,575
opencart,2017,681
javascript-objects,2017,712
xaml,2017,5504
firebase-storage,2017,1078
google-play-services,2017,869
google-sheets-formula,2017,89
azure-storage,2017,613
windows-10,2017,1829
apache-poi,2017,1068
multiple-columns,2017,527
registry,2017,522
flexbox,2017,3483
boto3,2017,774
rstudio,2017,1107
admob,2017,952
split,2017,2163
http-post,2017,813
delphi,2017,3087
uiimage,2017,648
uiviewcontroller,2017,1189
azure-cosmosdb,2017,1019
android-animation,2017,537
bootstrap-4,2017,2498
image,2017,8692
cors,2017,1528
glsl,2017,597
docker,2017,13171
amazon-cognito,2017,814
cuda,2017,963
sftp,2017,473
styles,2017,595
nuget,2017,1398
cpanel,2017,505
service,2017,1906
amazon-iam,2017,469
local-storage,2017,882
cython,2017,596
reactjs,2017,34394
instagram,2017,568
layout,2017,1665
replace,2017,2204
object,2017,5325
sql,2017,55427
zip,2017,866
yii2,2017,2875
plot,2017,4165
window,2017,599
applet,2017,198
nsarray,2017,191
pine-script,2017,12
composer-php,2017,1360
web-services,2017,4246
wordpress-theming,2017,872
highcharts,2017,2567
magento2,2017,853
asp.net-core-webapi,2017,690
nsmutablearray,2017,157
powerpoint,2017,642
counter,2017,449
excel-2010,2018,448
jmeter,2018,2229
filesystems,2018,592
ide,2018,642
streaming,2018,418
subprocess,2018,1148
amazon-web-services,2018,16779
ssh,2018,2201
posix,2018,428
devexpress,2018,396
batch-file,2018,3993
java-native-interface,2018,638
google-kubernetes-engine,2018,954
dockerfile,2018,1758
ipad,2018,377
redis,2018,2314
webpack,2018,7101
excel-formula,2018,3300
asp.net-mvc-3,2018,83
bots,2018,980
apache,2018,5790
ruby-on-rails-5,2018,2207
algorithm,2018,7722
storyboard,2018,466
facebook-javascript-sdk,2018,270
vue-router,2018,991
mysql,2018,46832
driver,2018,373
office-js,2018,866
rxjs,2018,3666
tableview,2018,823
uri,2018,373
drag-and-drop,2018,696
post,2018,3184
java,2018,144936
openshift,2018,717
shiny,2018,3605
amazon-s3,2018,5079
pagination,2018,1218
match,2018,702
sequelize.js,2018,1501
heroku,2018,3356
blockchain,2018,1137
ms-word,2018,1823
rest,2018,8312
newline,2018,316
processing,2018,546
primefaces,2018,944
laravel-5,2018,7249
directx,2018,259
telegram,2018,644
filter,2018,2514
jquery-validate,2018,226
asp.net-web-api2,2018,1002
load,2018,358
cypress,2018,444
pom.xml,2018,474
x86-64,2018,599
xampp,2018,1146
linq,2018,4992
css-float,2018,160
pandas-groupby,2018,1623
typo3,2018,1078
ejs,2018,706
uml,2018,435
openpyxl,2018,541
mapping,2018,638
echo,2018,380
webview,2018,1577
deserialization,2018,628
wso2,2018,909
firefox,2018,2043
scanf,2018,573
eclipse,2018,5473
branch,2018,332
preg-replace,2018,311
error-handling,2018,2014
export-to-csv,2018,584
windows-phone-7,2018,1
lodash,2018,1024
duplicates,2018,1311
google-cloud-datastore,2018,561
blackberry,2018,7
selenium,2018,10895
dataset,2018,799
structure,2018,422
scrapy,2018,1945
google-oauth,2018,882
zip,2018,801
.net-3.5,2018,98
hadoop,2018,3579
passport.js,2018,748
sublimetext3,2018,678
optimization,2018,2495
encoding,2018,1523
moq,2018,464
terminal,2018,1896
swiftui,2018,1
google-drive-api,2018,1139
aws-sdk,2018,1058
containers,2018,882
datepicker,2018,1199
xcode4,2018,4
google-cloud-functions,2018,2894
spring-data,2018,1484
spring-integration,2018,895
ionic-framework,2018,7060
push-notification,2018,1810
python,2018,205175
bar-chart,2018,724
data-visualization,2018,701
ssms,2018,746
compression,2018,560
nlp,2018,1928
internet-explorer-8,2018,32
sqlalchemy,2018,1899
emacs,2018,590
jasper-reports,2018,464
hql,2018,330
playframework,2018,970
uitextview,2018,332
unity3d,2018,8364
input,2018,2550
mod-rewrite,2018,1069
mocha.js,2018,1008
spring-data-jpa,2018,3285
syntax,2018,1384
static,2018,981
transactions,2018,924
django-templates,2018,1540
video-streaming,2018,620
rendering,2018,426
resources,2018,413
.net,2018,15953
e-commerce,2018,258
clojure,2018,976
gps,2018,435
youtube,2018,848
parallel-processing,2018,1729
exception,2018,3263
case,2018,620
model-view-controller,2018,2328
spring-boot,2018,19241
oracle11g,2018,1820
iis,2018,2510
nginx,2018,5211
reference,2018,1030
javascript-objects,2018,758
byte,2018,592
timestamp,2018,1082
c++17,2018,1457
mongodb-query,2018,1779
twitter-bootstrap-3,2018,1628
sqlite,2018,6637
java-stream,2018,1649
locale,2018,396
locking,2018,534
jqgrid,2018,298
font-awesome,2018,755
types,2018,1971
angular5,2018,5231
user-input,2018,415
pine-script,2018,92
angular-cli,2018,1678
google-maps-api-3,2018,1290
google-chrome-extension,2018,2260
protocol-buffers,2018,716
file-io,2018,696
64-bit,2018,235
pipeline,2018,401
servlets,2018,1630
memory,2018,2182
validation,2018,3822
mocking,2018,1225
windows-phone-8.1,2018,12
gdb,2018,723
google-maps-markers,2018,355
keras,2018,6845
vaadin,2018,516
google-api,2018,2041
sql-server-2008-r2,2018,446
jq,2018,791
libgdx,2018,731
xsd,2018,682
jquery-select2,2018,594
command-line-interface,2018,855
indexing,2018,2673
virtualbox,2018,476
stack,2018,736
time,2018,2188
compilation,2018,1203
odbc,2018,702
url,2018,2655
null,2018,1035
ethereum,2018,1153
ember-data,2018,190
row,2018,524
avfoundation,2018,526
firebase-realtime-database,2018,7821
rounding,2018,415
exe,2018,311
tomcat,2018,2753
dialog,2018,583
docker,2018,16308
swift2,2018,40
dns,2018,1383
visual-studio-2010,2018,281
encryption,2018,2684
field,2018,334
yii2,2018,1937
cuda,2018,794
nativescript,2018,1316
character-encoding,2018,955
windows-installer,2018,669
plot,2018,3153
android-webview,2018,598
hash,2018,1368
keyboard,2018,682
powerpoint,2018,577
chat,2018,390
asp.net-core-webapi,2018,1165
angularjs-directive,2018,645
r,2018,51972
matlab,2018,5971
version-control,2018,775
database,2018,13945
ftp,2018,816
parameter-passing,2018,631
cmd,2018,2256
bundle,2018,384
cookies,2018,2102
python-3.x,2018,50201
2d,2018,433
scrollview,2018,466
initialization,2018,772
camera,2018,857
state,2018,761
babeljs,2018,1483
elixir,2018,1393
prolog,2018,1014
google-cloud-dataflow,2018,875
dynamic-programming,2018,439
reflection,2018,1519
char,2018,877
cross-domain,2018,336
gis,2018,512
sql-update,2018,951
database-connection,2018,504
uitabbarcontroller,2018,428
odata,2018,619
mapkit,2018,407
timer,2018,1111
visual-studio-2013,2018,306
fonts,2018,1244
awt,2018,351
aes,2018,575
web,2018,3756
cursor,2018,417
webserver,2018,499
xml,2018,12820
timezone,2018,884
httpwebrequest,2018,274
admob,2018,850
arm,2018,885
textbox,2018,604
laravel-blade,2018,850
expression,2018,489
mqtt,2018,720
position,2018,493
architecture,2018,999
karma-jasmine,2018,870
react-router-dom,2018,499
tags,2018,628
relational-database,2018,565
solidity,2018,701
parsing,2018,3740
web-services,2018,2261
socket.io,2018,1875
redux,2018,5885
flutter-layout,2018,703
graphics,2018,1105
push,2018,377
hashtable,2018,351
closures,2018,659
merge,2018,2075
visual-studio-2019,2018,23
firebase-authentication,2018,2980
base64,2018,996
sbt,2018,840
android-recyclerview,2018,4561
pdf-generation,2018,473
editor,2018,367
jquery,2018,55435
verilog,2018,501
google-apps-script,2018,4712
foreign-keys,2018,847
google-colaboratory,2018,713
qt,2018,6007
jquery-ui,2018,1088
backend,2018,524
azure-devops,2018,3158
powerquery,2018,426
firebase-cloud-messaging,2018,2063
string,2018,12934
python-2.7,2018,10086
google-sheets-api,2018,730
comparison,2018,473
flutter-dependencies,2018,184
settimeout,2018,441
json,2018,31265
npm,2018,6030
type-conversion,2018,1114
swagger,2018,1475
jackson,2018,1606
background,2018,722
asynchronous,2018,4453
singleton,2018,498
styles,2018,589
thymeleaf,2018,1303
design-patterns,2018,1726
beautifulsoup,2018,3339
exec,2018,392
jersey,2018,736
refactoring,2018,460
signalr,2018,660
image,2018,6580
file-upload,2018,1533
vuejs3,2018,2
dplyr,2018,4408
icons,2018,559
visual-studio-2008,2018,83
spring-batch,2018,903
insert,2018,838
core-data,2018,1122
import,2018,2062
mpi,2018,507
ruby-on-rails-4,2018,1004
bigdata,2018,857
g++,2018,665
angular-material,2018,2944
plsql,2018,2569
visual-studio-2017,2018,4293
drawing,2018,241
testing,2018,3967
nullpointerexception,2018,1101
asp-classic,2018,315
decimal,2018,519
cloud,2018,743
keyboard-shortcuts,2018,330
object,2018,5101
db2,2018,1209
mysql-workbench,2018,818
hdfs,2018,1003
jms,2018,502
opencart,2018,355
shopify,2018,835
grep,2018,1286
arraylist,2018,2652
cordova-plugins,2018,746
office365,2018,997
ios7,2018,14
orm,2018,1083
asp.net-mvc-5,2018,1127
adobe,2018,335
command,2018,681
operators,2018,462
boolean,2018,819
node-modules,2018,835
jestjs,2018,2711
windows-store-apps,2018,121
css-selectors,2018,1104
bluetooth-lowenergy,2018,1048
subset,2018,639
xcode6,2018,9
pdo,2018,1658
media-queries,2018,560
sass,2018,2762
thread-safety,2018,564
perl,2018,2906
plugins,2018,1421
wifi,2018,264
ruby-on-rails-3.2,2018,64
vhdl,2018,487
drop-down-menu,2018,1116
zooming,2018,328
nsstring,2018,90
sh,2018,853
datatables,2018,2097
combinations,2018,576
navigation,2018,831
jsp,2018,2491
android,2018,107111
extract,2018,527
itext,2018,1038
mouseevent,2018,365
integration-testing,2018,596
dart,2018,4808
callback,2018,1429
shader,2018,546
reactive-programming,2018,791
max,2018,695
php,2018,101728
activerecord,2018,1364
server,2018,2825
windows,2018,10360
http-post,2018,560
tsql,2018,6029
aggregate,2018,813
slider,2018,578
this,2018,497
typescript,2018,25598
zend-framework,2018,277
switch-statement,2018,854
laravel,2018,27010
wcf,2018,1338
data-structures,2018,2350
yaml,2018,1225
create-react-app,2018,955
doctrine-orm,2018,897
asp.net-mvc-4,2018,865
matrix,2018,3144
msbuild,2018,1080
accessibility,2018,667
eclipselink,2018,244
extjs4,2018,60
r-markdown,2018,1150
android-ndk,2018,854
dax,2018,817
maven,2018,7379
sql-server-2012,2018,1500
graph,2018,2026
terraform,2018,1173
oauth,2018,1184
memory-leaks,2018,1105
buffer,2018,510
groovy,2018,2607
amazon-elastic-beanstalk,2018,959
jwt,2018,2136
filtering,2018,619
hex,2018,741
xslt-1.0,2018,369
http-status-code-404,2018,471
apache-spark,2018,11824
activemq,2018,449
logstash,2018,956
machine-learning,2018,7210
scrollbar,2018,322
refresh,2018,270
pug,2018,481
javafx,2018,4765
ubuntu,2018,4757
save,2018,597
mips,2018,448
events,2018,2119
com,2018,520
textures,2018,294
sharepoint,2018,1459
jpa,2018,3717
attributes,2018,874
deployment,2018,1502
glassfish,2018,312
opengl,2018,2029
ejb,2018,300
django-views,2018,1975
apache-flex,2018,60
linq-to-xml,2018,143
polymorphism,2018,722
internet-explorer-11,2018,741
utf-8,2018,1311
ssas,2018,407
components,2018,1229
vuejs2,2018,5851
interface-builder,2018,211
windows-services,2018,476
ms-access,2018,4939
spring-mvc,2018,4625
coding-style,2018,214
actionscript-3,2018,385
lucene,2018,593
firebase-storage,2018,1096
mariadb,2018,1736
ffmpeg,2018,2282
workflow,2018,246
rabbitmq,2018,1474
code-coverage,2018,426
html5-canvas,2018,1001
concurrency,2018,1658
grails,2018,951
pandas,2018,31378
react-redux,2018,3694
render,2018,399
backup,2018,342
tailwind-css,2018,34
wsdl,2018,474
responsive-design,2018,993
twitter,2018,1165
computer-vision,2018,1366
jsoup,2018,521
schema,2018,510
download,2018,1110
opencv,2018,6116
warnings,2018,355
entity,2018,411
entity-framework-4,2018,34
c++11,2018,4850
concatenation,2018,1054
swift4,2018,3097
grafana,2018,466
polymer,2018,650
azure-pipelines,2018,850
integer,2018,755
android-alertdialog,2018,403
preg-match,2018,250
http-headers,2018,897
ember.js,2018,937
pytest,2018,886
fragment,2018,622
laravel-4,2018,207
nuxt.js,2018,856
google-cloud-firestore,2018,4994
cypher,2018,1084
docker-compose,2018,3537
full-text-search,2018,411
flask,2018,5686
model,2018,1119
global-variables,2018,614
titanium,2018,105
qml,2018,1261
text-files,2018,459
wpf-controls,2018,169
uibutton,2018,615
macros,2018,732
prototype,2018,305
prestashop,2018,578
user-controls,2018,340
web-crawler,2018,795
amazon-rds,2018,665
maven-3,2018,398
paypal,2018,892
javascript,2018,207800
web-scraping,2018,4862
applet,2018,135
gradle,2018,5803
jinja2,2018,879
postman,2018,1535
frameworks,2018,627
facebook,2018,2890
ggplot2,2018,5681
profiling,2018,320
escaping,2018,532
metadata,2018,418
port,2018,470
ado.net,2018,477
css-position,2018,378
segmentation-fault,2018,919
python-asyncio,2018,801
triggers,2018,1296
path,2018,1306
unicode,2018,1548
bootstrap-modal,2018,1030
swt,2018,255
twilio,2018,1036
next.js,2018,459
selenium-webdriver,2018,5885
scala,2018,11433
deep-learning,2018,3568
apache-flink,2018,947
spinner,2018,369
joomla,2018,388
powershell,2018,11208
vb.net,2018,7057
html-parsing,2018,232
while-loop,2018,1998
uiwebview,2018,228
python-3.6,2018,1726
imagemagick,2018,679
uitextfield,2018,579
visual-studio,2018,9541
npm-install,2018,733
node.js,2018,49332
google-calendar-api,2018,634
logging,2018,3036
build.gradle,2018,1207
python-import,2018,686
internet-explorer,2018,1500
constructor,2018,1434
dropdown,2018,846
xamarin,2018,6969
jquery-animate,2018,187
height,2018,278
angular6,2018,4817
select,2018,2456
mingw,2018,389
rsa,2018,554
mysqli,2018,2617
zend-framework2,2018,148
css-animations,2018,702
telerik,2018,388
websphere,2018,512
scripting,2018,1298
less,2018,376
apache2,2018,522
hover,2018,555
pointers,2018,3638
html,2018,87851
nunit,2018,509
hyperlink,2018,930
cocos2d-iphone,2018,14
cxf,2018,335
wamp,2018,323
vue-component,2018,1916
database-design,2018,1221
foreach,2018,1993
submit,2018,229
jquery-selectors,2018,232
kernel,2018,557
azure-web-app-service,2018,1325
jstl,2018,260
themes,2018,479
random,2018,2513
html5-video,2018,630
oracle,2018,13112
usb,2018,493
notifications,2018,1244
asp.net-ajax,2018,250
spark-streaming,2018,802
lstm,2018,1097
symfony,2018,5872
stream,2018,1136
jquery-events,2018,151
puppeteer,2018,955
wix,2018,582
function,2018,8430
logic,2018,660
tidyverse,2018,930
iterator,2018,1040
scheme,2018,486
android-sqlite,2018,816
django-rest-framework,2018,3327
carousel,2018,511
certificate,2018,716
webgl,2018,446
visual-c++,2018,1517
serial-port,2018,747
config,2018,440
curl,2018,3449
canvas,2018,2220
memory-management,2018,1252
grouping,2018,684
xslt,2018,2212
language-lawyer,2018,837
inheritance,2018,2667
interface,2018,1368
razor,2018,1992
.net-4.0,2018,109
postgresql,2018,14962
tooltip,2018,466
query-optimization,2018,454
python-requests,2018,2313
xamarin.ios,2018,1643
osgi,2018,343
language-agnostic,2018,137
testng,2018,947
gmail,2018,798
formatting,2018,914
asp.net-web-api,2018,3269
domain-driven-design,2018,428
cell,2018,370
oracle-apex,2018,592
d3.js,2018,3744
casting,2018,1342
go,2018,7880
django,2018,26750
dataframe,2018,13930
awk,2018,2816
gitlab,2018,1829
sdk,2018,776
react-navigation,2018,1473
markdown,2018,709
conditional-statements,2018,1488
bash,2018,13098
vuex,2018,1282
google-play,2018,869
authorization,2018,747
vuetify.js,2018,920
react-native,2018,18094
wordpress,2018,17761
format,2018,901
click,2018,513
view,2018,1307
speech-recognition,2018,442
unix,2018,3054
find,2018,796
pymongo,2018,565
width,2018,251
migration,2018,863
akka,2018,741
etl,2018,631
ascii,2018,518
phpunit,2018,749
console-application,2018,640
io,2018,1061
azure-ad-b2c,2018,761
xamarin.android,2018,2505
cordova,2018,3608
ios,2018,45044
ajax,2018,14787
liferay,2018,258
command-line,2018,1543
segue,2018,420
nltk,2018,858
fullcalendar,2018,772
sympy,2018,535
relationship,2018,484
caching,2018,2072
eslint,2018,709
xml-parsing,2018,791
cucumber,2018,1074
html-select,2018,346
security,2018,3221
anaconda,2018,2138
google-analytics,2018,1687
safari,2018,1211
datagrid,2018,759
momentjs,2018,1116
amazon-redshift,2018,1126
task,2018,808
dictionary,2018,6911
substring,2018,737
uiscrollview,2018,568
lxml,2018,433
azure-active-directory,2018,2134
linux-kernel,2018,1173
settings,2018,316
ms-office,2018,399
memcached,2018,197
xamarin.forms,2018,5923
constants,2018,661
vbscript,2018,1069
associations,2018,311
ipython,2018,487
rubygems,2018,708
directory,2018,1218
ssl-certificate,2018,1007
browser,2018,1383
module,2018,1575
linux,2018,14766
google-cloud-messaging,2018,232
winforms,2018,5245
graphql,2018,2439
average,2018,470
gson,2018,999
vue.js,2018,14299
operator-overloading,2018,505
toggle,2018,342
cmake,2018,2764
ionic3,2018,4737
location,2018,652
mockito,2018,1470
